 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
80,36744780,8,1,0,0,0,0,0,0,0,0,0,0,0,0.24493275,4593097.5,5420303.969,16000000,40,36700000,5249254.286,5500720.124,16000000,28142,0,0,0,0,0,0,0,0,0,304,40,0.217718,0.02721475,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,8,0,1,0,29200,4380,0,32,7008510,0,7008510,7008510,12000000,5662506.154,16000000,8024010,BENIGN
53,180,2,2,80,112,40,40,40,0,56,56,56,0,1066666.667,22222.22222,60,64.21059103,129,2,2,2,0,2,2,49,49,0,49,49,0,0,0,0,64,64,11111.11111,11111.11111,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58,40,56,64,0,0,0,0,0,0,2,80,2,112,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,52433,2,2,86,164,43,43,43,0,82,82,82,0,4767.989625,76.287834,17477.66667,30226.31569,52380,4,49,49,0,49,49,4,4,0,4,4,0,0,0,0,40,40,38.143917,38.143917,43,82,58.6,21.36117974,456.3,0,0,0,0,0,0,0,0,1,73.25,43,82,40,0,0,0,0,0,0,2,86,2,164,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,85584191,2,2,92,193,49,43,46,4.242640687,102,91,96.5,7.778174593,3.330054262,0.046737604,28500000,49200000,85400000,23879,85600000,85600000,0,85600000,85600000,85400000,85400000,0,85400000,85400000,0,0,0,0,52,52,0.023368802,0.023368802,43,102,66.8,27.49909089,756.2,0,0,0,0,0,0,0,0,1,83.5,46,96.5,52,0,0,0,0,0,0,2,92,2,193,-1,-1,1,20,177444,0,177444,177444,85400000,0,85400000,85400000,BENIGN
53,208,2,2,76,204,38,38,38,0,102,102,102,0,1346153.846,19230.76923,69.33333333,36.08785576,111,48,49,49,0,49,49,48,48,0,48,48,0,0,0,0,64,40,9615.384615,9615.384615,38,102,63.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,79.5,38,102,64,0,0,0,0,0,0,2,76,2,204,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,8789288,2,2,105,255,58,47,52.5,7.778174593,176,79,127.5,68.58935778,40.95894912,0.455099435,2929762.667,4783610.123,8450839,23578,8474417,8474417,0,8474417,8474417,8765710,8765710,0,8765710,8765710,0,0,0,0,52,52,0.227549717,0.227549717,47,176,81.4,54.47292906,2967.3,0,0,0,0,0,0,0,0,1,101.75,52.5,127.5,52,0,0,0,0,0,0,2,105,2,255,-1,-1,1,20,23578,0,23578,23578,8450839,0,8450839,8450839,BENIGN
49883,2,2,0,12,0,6,6,6,0,0,0,0,0,6000000,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,40,0,1000000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,10227,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,5091312,3,1,0,0,0,0,0,0,0,0,0,0,0,0.785652107,1697104,2938864.143,5090612,153,5091312,2545656,3599111.291,5090612,700,0,0,0,0,0,0,0,0,0,104,40,0.58923908,0.196413027,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack Brute Force
53,191,2,2,88,188,44,44,44,0,94,94,94,0,1445026.178,20942.40838,63.66666667,105.9543927,186,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,64,64,10471.20419,10471.20419,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,23642,2,2,76,108,38,38,38,0,54,54,54,0,7782.759496,169.1904238,7880.666667,13643.6529,23635,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,84.59521191,84.59521191,38,54,44.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,55.5,38,54,64,0,0,0,0,0,0,2,76,2,108,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,5733714,3,1,0,0,0,0,0,0,0,0,0,0,0,0.697628099,1911238,3309625.213,5732864,132,5733714,2866857,4053145.969,5732864,850,0,0,0,0,0,0,0,0,0,104,40,0.523221075,0.174407025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack Brute Force
80,5356770,3,1,0,0,0,0,0,0,0,0,0,0,0,0.746718638,1785590,3086609.95,5349698,129,5356770,2678385,3777807.074,5349698,7072,0,0,0,0,0,0,0,0,0,104,40,0.560038979,0.18667966,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack XSS
53,73930,1,1,41,171,41,41,41,0,171,171,171,0,2867.577438,27.05261734,73930,0,73930,73930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,13.52630867,13.52630867,41,171,84.33333333,75.05553499,5633.333333,0,0,0,0,0,0,0,0,1,126.5,41,171,32,0,0,0,0,0,0,1,41,1,171,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,165,2,2,102,224,51,51,51,0,112,112,112,0,1975757.576,24242.42424,55,55.83009941,114,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,12121.21212,12121.21212,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,5375369,3,1,0,0,0,0,0,0,0,0,0,0,0,0.744134961,1791789.667,3102727.71,5374511,70,5375369,2687684.5,3799746.476,5374511,858,0,0,0,0,0,0,0,0,0,104,40,0.558101221,0.18603374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack Brute Force
123,63021660,2,2,96,96,48,48,48,0,48,48,48,0,3.046571607,0.063470242,21000000,36300000,63000000,23709,63000000,63000000,0,63000000,63000000,63000000,63000000,0,63000000,63000000,0,0,0,0,40,40,0.031735121,0.031735121,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,23806,0,23806,23806,63000000,0,63000000,63000000,BENIGN
4857,97,1,1,6,6,6,6,6,0,6,6,6,0,123711.3402,20618.5567,97,0,97,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10309.27835,10309.27835,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,288,253,0,20,0,0,0,0,0,0,0,0,BENIGN
80,115498397,16,14,508,1969,424,0,31.75,104.6107069,1963,0,140.6428571,524.5129033,21.44618509,0.259743865,3982703.345,4882309.379,10000000,24,115000000,7699893.133,4165839.674,10000000,225,110000000,8486301.692,3760819.798,10000000,1038,0,0,0,0,332,424,0.138530061,0.121213804,0,1963,79.90322581,357.573522,127858.8237,0,0,0,1,0,0,0,0,0,82.56666667,31.75,140.6428571,332,0,0,0,0,0,0,16,508,14,1969,8192,946,15,20,25342.09091,7520.170642,48015,22914,10000000,6712.27713,10000000,9999688,BENIGN
53,176,2,2,64,158,32,32,32,0,79,79,79,0,1261363.636,22727.27273,58.66666667,99.01683359,173,1,2,2,0,2,2,1,1,0,1,1,0,0,0,0,40,40,11363.63636,11363.63636,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,40,0,0,0,0,0,0,2,64,2,158,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,5102405,4,2,12,0,6,0,3,3.464101615,0,0,0,0,2.351832126,1.175916063,1020481,1547202.27,3515063,38,5102405,1700801.667,1747026.63,3515063,29836,1557501,1557501,0,1557501,1557501,0,0,0,0,104,64,0.783944042,0.391972021,0,6,1.714285714,2.927700219,8.571428571,0,0,0,1,0,0,0,0,0,2,3,0,104,0,0,0,0,0,0,4,12,2,0,8192,29200,2,20,0,0,0,0,0,0,0,0,BENIGN
80,5587473,3,1,0,0,0,0,0,0,0,0,0,0,0,0.715887128,1862491,3225173.882,5586601,124,5587473,2793736.5,3949706.854,5586601,872,0,0,0,0,0,0,0,0,0,104,40,0.536915346,0.178971782,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack Brute Force
53,46773,1,1,58,163,58,58,58,0,163,163,163,0,4724.948154,42.7597118,46773,0,46773,46773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,21.3798559,21.3798559,58,163,93,60.62177826,3675,0,0,0,0,0,0,0,0,1,139.5,58,163,20,0,0,0,0,0,0,1,58,1,163,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
443,16264097,10,8,1377,3084,757,0,137.7,245.269489,1460,0,385.5,595.3188821,274.2851325,1.106732209,956711.5882,2692354.13,9933010,3,16300000,1807121.889,3594001.577,9933010,3,10400000,1490347.714,3803544.493,10100000,192,0,0,0,0,212,172,0.614851227,0.491880982,0,1460,234.7894737,431.6213076,186296.9532,0,0,0,1,0,0,0,0,0,247.8333333,137.7,385.5,212,0,0,0,0,0,0,10,1377,8,3084,8192,10240,9,20,301249,281818.8219,500525,101973,7830798,2972976.721,9933010,5728586,BENIGN
39434,36,1,1,0,0,0,0,0,0,0,0,0,0,0,55555.55556,36,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27777.77778,27777.77778,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,287,253,0,32,0,0,0,0,0,0,0,0,BENIGN
443,115343794,36,47,1158,49642,623,0,32.16666667,107.6630989,2920,0,1056.212766,765.7373808,440.4224817,0.719587913,1406631.634,3443591.345,10000000,3,115000000,3295536.971,4693507.866,10000000,3,110000000,2401391.587,4325314.562,10000000,49,0,0,0,0,732,1084,0.31211042,0.407477493,0,2920,604.7619048,769.3357112,591877.4366,0,0,0,1,0,0,0,0,1,612.0481928,32.16666667,1056.212766,732,0,0,0,0,0,0,36,1158,47,49642,8192,124,35,20,45305.36364,50711.95897,198200,29594,9996495.636,18666.3989,10000000,9944742,BENIGN
123,64093883,2,2,96,96,48,48,48,0,48,48,48,0,2.99560568,0.062408452,21400000,36800000,63900000,94036,64000000,64000000,0,64000000,64000000,64000000,64000000,0,64000000,64000000,0,0,0,0,64,40,0.031204226,0.031204226,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,94650,0,94650,94650,63900000,0,63900000,63900000,BENIGN
80,115638299,16,14,906,667,822,0,56.625,204.1054874,595,0,47.64285714,157.5483355,13.60275976,0.25942962,3987527.552,4863691.498,10000000,103,116000000,7709219.933,4180615.354,10100000,22399,111000000,8524155.769,3764915.129,10100000,668,0,0,0,0,332,288,0.138362464,0.121067156,0,822,50.74193548,178.0288306,31694.26452,0,0,0,1,0,0,0,0,0,52.43333333,56.625,47.64285714,332,0,0,0,0,0,0,16,906,14,667,8192,5202,15,20,70368.90909,33139.8019,169830,58923,10000000,7778.655736,10000000,9982358,BENIGN
80,116011960,18,15,926,3540,418,0,51.44444444,133.3616146,1767,0,236,621.5863347,38.49603093,0.28445343,3625373.75,4774215.895,10000000,4,116000000,6824232.941,4611936.395,10000000,551,111000000,7927062.5,4182721.148,10000000,771,0,0,0,0,372,444,0.155156417,0.129297014,0,1767,131.3529412,426.6848871,182059.9929,0,0,0,1,0,0,0,0,0,135.3333333,51.44444444,236,372,0,0,0,0,0,0,18,926,15,3540,8192,980,17,20,81184.72727,192941.1182,662924,22890,10000000,1776.018765,10000000,10000000,BENIGN
443,118643911,223,435,6368,827973,517,0,28.55605381,101.6577248,4344,0,1903.386207,867.7622648,7032.312008,5.546007329,180584.3394,1301736.089,10000000,0,119000000,534432.0315,2207065.877,10000000,1,113000000,260649.6751,1580406.959,10100000,1,0,0,0,0,7492,13928,1.879573913,3.666433417,0,4344,1266.07132,1135.835298,1290121.823,0,0,0,1,0,0,0,0,1,1267.995441,28.55605381,1903.386207,7492,0,0,0,0,0,0,223,6368,435,827973,29200,1441,18,32,253163.5833,764004.6117,2679201,31914,9633824.917,1305359.873,10000000,5489018,BENIGN
53,2832386,1,1,53,69,53,53,53,0,69,69,69,0,43.07322519,0.706118446,2832386,0,2832386,2832386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.353059223,0.353059223,53,69,58.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,87.5,53,69,20,0,0,0,0,0,0,1,53,1,69,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,156166,1,1,51,98,51,51,51,0,98,98,98,0,954.1129311,12.80688498,156166,0,156166,156166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,6.403442491,6.403442491,51,98,66.66666667,27.13546265,736.3333333,0,0,0,0,0,0,0,0,1,100,51,98,32,0,0,0,0,0,0,1,51,1,98,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
80,5070320,3,1,0,0,0,0,0,0,0,0,0,0,0,0.788904842,1690106.667,2926563.419,5069411,122,5070320,2535160,3583972.135,5069411,909,0,0,0,0,0,0,0,0,0,104,40,0.591678632,0.197226211,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack Brute Force
443,116819794,13,12,618,4151,196,0,47.53846154,64.64468963,1430,0,345.9166667,551.5321565,40.82356112,0.214004829,4867491.417,16400000,58400000,3,117000000,9734982.833,22600000,58400000,80,117000000,10600000,23500000,58400000,3,0,0,0,0,272,252,0.111282511,0.102722318,0,1430,183.4230769,399.3367675,159469.8538,0,0,0,1,0,0,0,0,0,190.76,47.53846154,345.9166667,272,0,0,0,0,0,0,13,618,12,4151,8192,351,12,20,193727.5,141653.9944,293892,93563,58200000,296494.8231,58400000,58000000,BENIGN
80,5718665,3,1,0,0,0,0,0,0,0,0,0,0,0,0.699463948,1906221.667,3300921.082,5717797,125,5718665,2859332.5,4042479.263,5717797,868,0,0,0,0,0,0,0,0,0,104,40,0.524597961,0.174865987,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack Brute Force
53,152,2,2,100,264,50,50,50,0,132,132,132,0,2394736.842,26315.78947,50.66666667,82.56108849,146,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,13157.89474,13157.89474,50,132,82.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,103.5,50,132,64,0,0,0,0,0,0,2,100,2,264,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
443,5212312,5,2,129,92,46,0,25.8,21.79908255,46,46,46,0,42.39961077,1.342974097,868718.6667,2065367.395,5084013,3,5212312,1303078,2521318.427,5084013,3,91232,91232,0,91232,91232,1,0,0,0,112,40,0.959267212,0.383706885,0,46,33.375,19.51510404,380.8392857,0,1,0,0,1,0,0,0,0,38.14285714,25.8,46,112,0,0,0,0,0,0,5,129,2,92,258,123,3,20,126481,0,126481,126481,5084013,0,5084013,5084013,BENIGN
80,110391359,15,14,741,373,663,0,49.4,169.7543603,367,0,26.64285714,97.9745706,10.09136956,0.262701721,3942548.536,4960729.933,10000000,107,110000000,7883377.5,4246296.764,10000000,584,110000000,8489802.231,3762274.314,10000000,556,0,0,0,0,312,424,0.135880201,0.126821521,0,663,37.13333333,135.6205999,18392.94713,0,0,0,1,0,0,0,0,0,38.4137931,49.4,26.64285714,312,0,0,0,0,0,0,15,741,14,373,8192,60,14,20,35042.63636,36612.55017,145433,23841,9998346.909,29849.25539,10000000,9908349,BENIGN
53,31058,2,2,94,268,47,47,47,0,134,134,134,0,11655.61208,128.7912937,10352.66667,17925.28249,31051,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,64.39564685,64.39564685,47,134,81.8,47.6518625,2270.7,0,0,0,0,0,0,0,0,1,102.25,47,134,40,0,0,0,0,0,0,2,94,2,268,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
55502,227,3,1,43,6,31,6,14.33333333,14.43375673,6,6,6,0,215859.0308,17621.14537,75.66666667,76.7875858,156,3,227,113.5,156.2705986,224,3,0,0,0,0,0,0,0,0,0,60,20,13215.85903,4405.286344,6,31,11,11.18033989,125,0,0,0,0,1,0,0,0,0,13.75,14.33333333,6,60,0,0,0,0,0,0,3,43,1,6,290,0,2,20,0,0,0,0,0,0,0,0,BENIGN
55573,29,1,1,6,6,6,6,6,0,6,6,6,0,413793.1034,68965.51724,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,34482.75862,34482.75862,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,116,252,0,20,0,0,0,0,0,0,0,0,BENIGN
80,5499678,3,1,0,0,0,0,0,0,0,0,0,0,0,0.727315308,1833226,3174461.171,5498778,94,5499678,2749839,3887586.816,5498778,900,0,0,0,0,0,0,0,0,0,104,40,0.545486481,0.181828827,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack XSS
80,5646562,3,1,0,0,0,0,0,0,0,0,0,0,0,0.708395657,1882187.333,3259290.666,5645692,95,5646562,2823281,3991491.915,5645692,870,0,0,0,0,0,0,0,0,0,104,40,0.531296743,0.177098914,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack XSS
53,8616921,2,2,93,161,49,44,46.5,3.535533906,96,65,80.5,21.92031022,29.47688623,0.464202933,2872307,4908923.107,8540618,23527,8593394,8593394,0,8593394,8593394,8564145,8564145,0,8564145,8564145,0,0,0,0,52,40,0.232101466,0.232101466,44,96,59.6,22.09751117,488.3,0,0,0,0,0,0,0,0,1,74.5,46.5,80.5,52,0,0,0,0,0,0,2,93,2,161,-1,-1,1,20,52776,0,52776,52776,8540618,0,8540618,8540618,BENIGN
465,268,3,0,49,0,37,6,16.33333333,17.89785834,0,0,0,0,182835.8209,11194.02985,134,120.2081528,219,49,268,134,120.2081528,219,49,0,0,0,0,0,0,0,0,0,60,0,11194.02985,0,6,37,13.75,15.5,240.25,0,0,0,0,1,0,0,0,0,18.33333333,16.33333333,0,60,0,0,0,0,0,0,3,49,0,0,255,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
80,60858719,9,9,795,609,753,0,88.33333333,249.2578986,597,0,67.66666667,198.5170018,23.06982505,0.295766988,3579924.647,4894866.135,10000000,210,50800000,6352961,5108495.637,10100000,50570,60800000,7601051,4546970.836,10100000,210,0,0,0,0,192,252,0.147883494,0.147883494,0,753,73.89473684,213.4366663,45555.21053,0,0,0,1,0,0,0,0,1,78,88.33333333,67.66666667,192,0,0,0,0,0,0,9,795,9,609,8192,111,8,20,151388,226133.0134,555907,50151,10000000,1552.991404,10000000,10000000,BENIGN
80,5755205,3,1,0,0,0,0,0,0,0,0,0,0,0,0.695023027,1918401.667,3322166.41,5754509,129,5755205,2877602.5,4068560.19,5754509,696,0,0,0,0,0,0,0,0,0,104,40,0.52126727,0.173755757,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack XSS
53,260,2,2,58,490,29,29,29,0,245,245,245,0,2107692.308,15384.61538,86.66666667,66.10849668,163,48,48,48,0,48,48,49,49,0,49,49,0,0,0,0,40,40,7692.307692,7692.307692,29,245,115.4,118.3080724,13996.8,0,0,0,0,0,0,0,0,1,144.25,29,245,40,0,0,0,0,0,0,2,58,2,490,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,5062280,2,2,6,6,6,0,3,4.242640687,6,0,3,4.242640687,2.370473384,0.790157795,1687426.667,2897523.467,5033157,117,29123,29123,0,29123,29123,5033274,5033274,0,5033274,5033274,0,0,0,0,52,52,0.395078897,0.395078897,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,1,3,3,3,52,0,0,0,0,0,0,2,6,2,6,8192,58,1,20,0,0,0,0,0,0,0,0,BENIGN
53,30559,1,1,61,77,61,61,61,0,77,77,77,0,4515.854576,65.44716777,30559,0,30559,30559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,32.72358389,32.72358389,61,77,66.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,99.5,61,77,20,0,0,0,0,0,0,1,61,1,77,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,173,2,2,64,158,32,32,32,0,79,79,79,0,1283236.994,23121.38728,57.66666667,98.14954576,171,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,40,40,11560.69364,11560.69364,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,40,0,0,0,0,0,0,2,64,2,158,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
34936,5,4,0,12,0,6,0,3,3.464101615,0,0,0,0,2400000,800000,1.666666667,1.154700538,3,1,5,1.666666667,1.154700538,3,1,0,0,0,0,0,0,0,0,0,104,0,800000,0,0,6,2.4,3.286335345,10.8,0,0,0,0,1,0,0,0,0,3,3,0,104,0,0,0,0,0,0,4,12,0,0,2081,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
53,60526,2,2,84,282,42,42,42,0,141,141,141,0,6046.988071,66.08730133,20175.33333,34937.77419,60518,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,40,33.04365066,33.04365066,42,141,81.6,54.22453319,2940.3,0,0,0,0,0,0,0,0,1,102,42,141,64,0,0,0,0,0,0,2,84,2,282,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
22,178,1,1,6,6,6,6,6,0,6,6,6,0,67415.73034,11235.95506,178,0,178,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,5617.977528,5617.977528,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,250,245,0,20,0,0,0,0,0,0,0,0,BENIGN
53,23424,1,1,46,74,46,46,46,0,74,74,74,0,5122.95082,85.38251366,23424,0,23424,23424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,42.69125683,42.69125683,46,74,55.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,83,46,74,32,0,0,0,0,0,0,1,46,1,74,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
88,934,2,2,2632,2612,1316,1316,1316,0,1306,1306,1306,0,5614561.028,4282.655246,311.3333333,393.6246097,755,4,4,4,0,4,4,175,175,0,175,175,0,0,0,0,64,64,2141.327623,2141.327623,1306,1316,1312,5.477225575,30,0,0,0,0,0,0,0,0,1,1640,1316,1306,64,0,0,0,0,0,0,2,2632,2,2612,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53549,48,3,1,31,6,31,0,10.33333333,17.89785834,6,6,6,0,770833.3333,83333.33333,16,14.73091986,32,3,16,8,7.071067812,13,3,0,0,0,0,0,0,0,0,0,96,20,62500,20833.33333,0,31,7.4,13.44618905,180.8,0,0,0,0,1,0,0,0,0,9.25,10.33333333,6,96,0,0,0,0,0,0,3,31,1,6,1039,0,1,32,0,0,0,0,0,0,0,0,BENIGN
443,115754237,20,17,1082,3875,642,0,54.1,146.5845903,1699,0,227.9411765,525.1519388,42.82348645,0.319642727,3215395.472,4645104.676,10000000,3,116000000,6092328.263,4871020.083,10000000,3,110000000,6902523.875,4792323.782,10000000,243,0,0,0,0,412,484,0.172779853,0.146862875,0,1699,130.4473684,371.8466479,138269.9296,0,0,0,1,0,0,0,0,0,133.972973,54.1,227.9411765,412,0,0,0,0,0,0,20,1082,17,3875,8192,987,19,20,41287.83333,62492.20291,239727,23080,9604898.333,1359133.491,10000000,5290483,BENIGN
53,164754,2,2,58,256,29,29,29,0,128,128,128,0,1905.871785,24.27862146,54918,95075.73571,164702,3,49,49,0,49,49,3,3,0,3,3,0,0,0,0,40,64,12.13931073,12.13931073,29,128,68.6,54.22453319,2940.3,0,0,0,0,0,0,0,0,1,85.75,29,128,40,0,0,0,0,0,0,2,58,2,256,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,61051,1,1,51,67,51,51,51,0,67,67,67,0,1932.810273,32.75949616,61051,0,61051,61051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,16.37974808,16.37974808,51,67,56.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,84.5,51,67,20,0,0,0,0,0,0,1,51,1,67,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
49286,33,1,1,6,6,6,6,6,0,6,6,6,0,363636.3636,60606.06061,33,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,30303.0303,30303.0303,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,30992,63919,0,20,0,0,0,0,0,0,0,0,BENIGN
53,51044,2,2,96,180,48,48,48,0,90,90,90,0,5407.099757,78.3637646,17014.66667,29465.07099,51038,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,40,39.1818823,39.1818823,48,90,64.8,23.00434742,529.2,0,0,0,0,0,0,0,0,1,81,48,90,64,0,0,0,0,0,0,2,96,2,180,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
